0.000000e+00 -8.642330e-02 0.000000e+00 0.000000e+00 
3.000000e-08 -8.607918e-02 3.000000e-08 9.424777e-04 
3.156839e-08 -8.606018e-02 3.156839e-08 9.917501e-04 
3.470517e-08 -8.602000e-02 3.470517e-08 1.090295e-03 
4.097873e-08 -8.592420e-02 4.097873e-08 1.287384e-03 
5.352585e-08 -8.565578e-02 5.352585e-08 1.681563e-03 
7.862008e-08 -8.484236e-02 7.862008e-08 2.469920e-03 
1.191008e-07 -8.309998e-02 1.191008e-07 3.741654e-03 
1.883810e-07 -7.931053e-02 1.883810e-07 5.918130e-03 
3.094913e-07 -7.010582e-02 3.094913e-07 9.722802e-03 
4.976234e-07 -4.991810e-02 4.976234e-07 1.563266e-02 
7.922552e-07 -4.873418e-03 7.922552e-07 2.488686e-02 
1.248177e-06 9.312953e-02 1.248177e-06 3.920258e-02 
1.968791e-06 3.054945e-01 1.968791e-06 6.181198e-02 
3.127446e-06 7.548357e-01 3.127446e-06 9.809362e-02 
5.069739e-06 1.688252e+00 5.069739e-06 1.585980e-01 
7.510580e-06 3.017096e+00 7.510580e-06 2.337685e-01 
1.003776e-05 4.451135e+00 1.003776e-05 3.101451e-01 
1.361761e-05 6.469888e+00 1.361761e-05 4.148789e-01 
1.892438e-05 9.321087e+00 1.892438e-05 5.601170e-01 
2.492438e-05 1.223080e+01 2.492438e-05 7.054250e-01 
3.092438e-05 1.470420e+01 3.092438e-05 8.257430e-01 
3.692438e-05 1.665281e+01 3.692438e-05 9.168086e-01 
4.292438e-05 1.800765e+01 4.292438e-05 9.753958e-01 
4.892438e-05 1.872074e+01 4.892438e-05 9.994291e-01 
5.492438e-05 1.876679e+01 5.492438e-05 9.880572e-01 
6.092438e-05 1.814420e+01 6.092438e-05 9.416828e-01 
6.692438e-05 1.687503e+01 6.692438e-05 8.619489e-01 
7.292438e-05 1.500425e+01 7.292438e-05 7.516800e-01 
7.892438e-05 1.259815e+01 7.892438e-05 6.147824e-01 
8.492438e-05 9.742004e+00 8.492438e-05 4.561059e-01 
9.092438e-05 6.536992e+00 9.092438e-05 2.812716e-01 
9.692438e-05 3.096687e+00 9.692438e-05 9.647310e-02 
1.029244e-04 -4.570423e-01 1.029244e-04 -9.174300e-02 
1.089244e-04 -3.998282e+00 1.089244e-04 -2.767091e-01 
1.149244e-04 -7.401608e+00 1.149244e-04 -4.518725e-01 
1.209244e-04 -1.054645e+01 1.209244e-04 -6.110282e-01 
1.269244e-04 -1.332145e+01 1.269244e-04 -7.485379e-01 
1.329244e-04 -1.562831e+01 1.329244e-04 -8.595303e-01 
1.389244e-04 -1.738537e+01 1.389244e-04 -9.400734e-01 
1.449244e-04 -1.853038e+01 1.449244e-04 -9.873139e-01 
1.509244e-04 -1.902281e+01 1.509244e-04 -9.995784e-01 
1.569244e-04 -1.884521e+01 1.569244e-04 -9.764322e-01 
1.629244e-04 -1.800385e+01 1.629244e-04 -9.186955e-01 
1.689244e-04 -1.652850e+01 1.689244e-04 -8.284135e-01 
1.749244e-04 -1.447141e+01 1.749244e-04 -7.087846e-01 
1.809244e-04 -1.190540e+01 1.809244e-04 -5.640466e-01 
1.869244e-04 -8.921364e+00 1.869244e-04 -3.993270e-01 
1.929244e-04 -5.624978e+00 1.929244e-04 -2.204610e-01 
1.989244e-04 -2.133044e+00 1.989244e-04 -3.378509e-02 
2.049244e-04 1.430757e+00 2.049244e-04 1.540877e-01 
2.109244e-04 4.940130e+00 2.109244e-04 3.365018e-01 
2.169244e-04 8.270765e+00 2.169244e-04 5.069952e-01 
2.229244e-04 1.130462e+01 2.229244e-04 6.595280e-01 
2.289244e-04 1.393422e+01 2.289244e-04 7.886968e-01 
2.349244e-04 1.606638e+01 2.349244e-04 8.899255e-01 
2.409244e-04 1.762557e+01 2.409244e-04 9.596282e-01 
2.469244e-04 1.855652e+01 2.469244e-04 9.953356e-01 
2.529244e-04 1.882628e+01 2.529244e-04 9.957827e-01 
2.589244e-04 1.842527e+01 2.589244e-04 9.609537e-01 
2.649244e-04 1.736775e+01 2.649244e-04 8.920825e-01 
2.709244e-04 1.569113e+01 2.709244e-04 7.916088e-01 
2.769244e-04 1.345490e+01 2.769244e-04 6.630920e-01 
2.829244e-04 1.073823e+01 2.829244e-04 5.110848e-01 
2.889244e-04 7.637432e+00 2.889244e-04 3.409721e-01 
2.949244e-04 4.262327e+00 2.949244e-04 1.587804e-01 
3.000000e-04 1.280259e+00 3.000000e-04 -1.408963e-15 
